"Step","falcon RL 7b 2nd run - objective/kl","falcon RL 7b 2nd run - objective/kl__MIN","falcon RL 7b 2nd run - objective/kl__MAX","red RL 3b 1st run - objective/kl","red RL 3b 1st run - objective/kl__MIN","red RL 3b 1st run - objective/kl__MAX"
"32","-0.9676135182380676","-0.9676135182380676","-0.9676135182380676","0.2853360176086426","0.2853360176086426","0.2853360176086426"
"33","-2.1499528884887695","-2.1499528884887695","-2.1499528884887695","-0.15590152144432068","-0.15590152144432068","-0.15590152144432068"
"34","-1.7894628047943115","-1.7894628047943115","-1.7894628047943115","0.09100593626499176","0.09100593626499176","0.09100593626499176"
"35","-1.2021527290344238","-1.2021527290344238","-1.2021527290344238","0.560246467590332","0.560246467590332","0.560246467590332"
"36","-3.2004776000976562","-3.2004776000976562","-3.2004776000976562","0.35207998752593994","0.35207998752593994","0.35207998752593994"
"37","-0.30167898535728455","-0.30167898535728455","-0.30167898535728455","-0.2590893507003784","-0.2590893507003784","-0.2590893507003784"
"38","-1.2894272804260254","-1.2894272804260254","-1.2894272804260254","0.29339614510536194","0.29339614510536194","0.29339614510536194"
"39","-0.7978242039680481","-0.7978242039680481","-0.7978242039680481","0.3969729542732239","0.3969729542732239","0.3969729542732239"
"40","0.32094934582710266","0.32094934582710266","0.32094934582710266","-0.16948817670345306","-0.16948817670345306","-0.16948817670345306"
"41","-0.7295782566070557","-0.7295782566070557","-0.7295782566070557","-0.5934259295463562","-0.5934259295463562","-0.5934259295463562"
"42","0.16438394784927368","0.16438394784927368","0.16438394784927368","-1.0727035999298096","-1.0727035999298096","-1.0727035999298096"
"43","1.198803186416626","1.198803186416626","1.198803186416626","-0.15631768107414246","-0.15631768107414246","-0.15631768107414246"
"44","-2.2625653743743896","-2.2625653743743896","-2.2625653743743896","-0.3373710513114929","-0.3373710513114929","-0.3373710513114929"
"45","0.2319473922252655","0.2319473922252655","0.2319473922252655","0.1317775845527649","0.1317775845527649","0.1317775845527649"
"46","0.2895963191986084","0.2895963191986084","0.2895963191986084","-0.17119239270687103","-0.17119239270687103","-0.17119239270687103"
"47","0.3011479377746582","0.3011479377746582","0.3011479377746582","0.1254788041114807","0.1254788041114807","0.1254788041114807"
"48","-0.027333199977874756","-0.027333199977874756","-0.027333199977874756","0.07824467122554779","0.07824467122554779","0.07824467122554779"
"49","2.1256444454193115","2.1256444454193115","2.1256444454193115","0.5147351622581482","0.5147351622581482","0.5147351622581482"
"50","1.9530235528945923","1.9530235528945923","1.9530235528945923","-0.01936863362789154","-0.01936863362789154","-0.01936863362789154"
"51","2.359492301940918","2.359492301940918","2.359492301940918","0.27918756008148193","0.27918756008148193","0.27918756008148193"
"52","1.9074853658676147","1.9074853658676147","1.9074853658676147","0.4047195017337799","0.4047195017337799","0.4047195017337799"
"53","2.5311942100524902","2.5311942100524902","2.5311942100524902","-0.32080286741256714","-0.32080286741256714","-0.32080286741256714"
"54","3.2401700019836426","3.2401700019836426","3.2401700019836426","0.07465893030166626","0.07465893030166626","0.07465893030166626"
"55","2.077139377593994","2.077139377593994","2.077139377593994","0.1813971847295761","0.1813971847295761","0.1813971847295761"
"56","3.0407357215881348","3.0407357215881348","3.0407357215881348","0.12149164080619812","0.12149164080619812","0.12149164080619812"
"57","2.9503159523010254","2.9503159523010254","2.9503159523010254","0.10416483879089355","0.10416483879089355","0.10416483879089355"
"58","3.3997435569763184","3.3997435569763184","3.3997435569763184","0.7178362607955933","0.7178362607955933","0.7178362607955933"
"59","3.049084424972534","3.049084424972534","3.049084424972534","0.9780131578445435","0.9780131578445435","0.9780131578445435"
"60","3.225684404373169","3.225684404373169","3.225684404373169","0.12027236819267273","0.12027236819267273","0.12027236819267273"
"61","3.2405753135681152","3.2405753135681152","3.2405753135681152","0.59251868724823","0.59251868724823","0.59251868724823"
"62","3.7441036701202393","3.7441036701202393","3.7441036701202393","-0.1559852659702301","-0.1559852659702301","-0.1559852659702301"
"63","3.3523776531219482","3.3523776531219482","3.3523776531219482","0.32078424096107483","0.32078424096107483","0.32078424096107483"
"64","3.3638033866882324","3.3638033866882324","3.3638033866882324","0.5290966033935547","0.5290966033935547","0.5290966033935547"
"65","2.9979543685913086","2.9979543685913086","2.9979543685913086","0.3433542251586914","0.3433542251586914","0.3433542251586914"
"66","3.570605754852295","3.570605754852295","3.570605754852295","0.09913180768489838","0.09913180768489838","0.09913180768489838"
"67","3.5915145874023438","3.5915145874023438","3.5915145874023438","0.9370854496955872","0.9370854496955872","0.9370854496955872"
"68","2.734312057495117","2.734312057495117","2.734312057495117","0.4320128560066223","0.4320128560066223","0.4320128560066223"
"69","3.5515198707580566","3.5515198707580566","3.5515198707580566","-0.35903695225715637","-0.35903695225715637","-0.35903695225715637"
"70","3.8543548583984375","3.8543548583984375","3.8543548583984375","-0.45472973585128784","-0.45472973585128784","-0.45472973585128784"
"71","4.109346389770508","4.109346389770508","4.109346389770508","-0.0680474042892456","-0.0680474042892456","-0.0680474042892456"
"72","3.1714682579040527","3.1714682579040527","3.1714682579040527","0.17953377962112427","0.17953377962112427","0.17953377962112427"
"73","3.2764878273010254","3.2764878273010254","3.2764878273010254","0.024564437568187714","0.024564437568187714","0.024564437568187714"
"74","2.8467867374420166","2.8467867374420166","2.8467867374420166","0.2941838502883911","0.2941838502883911","0.2941838502883911"
"75","3.1510231494903564","3.1510231494903564","3.1510231494903564","-0.0798533707857132","-0.0798533707857132","-0.0798533707857132"
"76","4.433748722076416","4.433748722076416","4.433748722076416","0.6553730368614197","0.6553730368614197","0.6553730368614197"
"77","5.279387950897217","5.279387950897217","5.279387950897217","-0.004178747534751892","-0.004178747534751892","-0.004178747534751892"
"78","3.532358169555664","3.532358169555664","3.532358169555664","0.3517824709415436","0.3517824709415436","0.3517824709415436"
"79","4.003717422485352","4.003717422485352","4.003717422485352","0.04457780718803406","0.04457780718803406","0.04457780718803406"
"80","4.3488993644714355","4.3488993644714355","4.3488993644714355","0.07875457406044006","0.07875457406044006","0.07875457406044006"
"81","4.990438461303711","4.990438461303711","4.990438461303711","-0.5013642311096191","-0.5013642311096191","-0.5013642311096191"
"82","4.326455116271973","4.326455116271973","4.326455116271973","0.3030383586883545","0.3030383586883545","0.3030383586883545"
"83","4.0689473152160645","4.0689473152160645","4.0689473152160645","0.05503284931182861","0.05503284931182861","0.05503284931182861"
"84","4.200876712799072","4.200876712799072","4.200876712799072","0.024403244256973267","0.024403244256973267","0.024403244256973267"
"85","4.527701377868652","4.527701377868652","4.527701377868652","0.1179056465625763","0.1179056465625763","0.1179056465625763"
"86","4.3955607414245605","4.3955607414245605","4.3955607414245605","-0.35164809226989746","-0.35164809226989746","-0.35164809226989746"
"87","3.0247912406921387","3.0247912406921387","3.0247912406921387","-0.26574110984802246","-0.26574110984802246","-0.26574110984802246"
"88","3.6189870834350586","3.6189870834350586","3.6189870834350586","0.3041658401489258","0.3041658401489258","0.3041658401489258"
"89","3.4933149814605713","3.4933149814605713","3.4933149814605713","-0.3155062198638916","-0.3155062198638916","-0.3155062198638916"
"90","3.4392778873443604","3.4392778873443604","3.4392778873443604","0.43184614181518555","0.43184614181518555","0.43184614181518555"
"91","3.483218193054199","3.483218193054199","3.483218193054199","-0.2511814534664154","-0.2511814534664154","-0.2511814534664154"
"92","4.276454448699951","4.276454448699951","4.276454448699951","-0.26832956075668335","-0.26832956075668335","-0.26832956075668335"
"93","4.834712982177734","4.834712982177734","4.834712982177734","-0.3124745488166809","-0.3124745488166809","-0.3124745488166809"
"94","4.906526565551758","4.906526565551758","4.906526565551758","-0.22678790986537933","-0.22678790986537933","-0.22678790986537933"
"95","3.406341314315796","3.406341314315796","3.406341314315796","-0.7257195711135864","-0.7257195711135864","-0.7257195711135864"
"96","2.733985424041748","2.733985424041748","2.733985424041748","-0.45984572172164917","-0.45984572172164917","-0.45984572172164917"
"97","2.985949993133545","2.985949993133545","2.985949993133545","-0.2952025234699249","-0.2952025234699249","-0.2952025234699249"
"98","2.4623000621795654","2.4623000621795654","2.4623000621795654","-0.03927437216043472","-0.03927437216043472","-0.03927437216043472"
"99","2.224301815032959","2.224301815032959","2.224301815032959","-0.7891266345977783","-0.7891266345977783","-0.7891266345977783"
"100","3.219299554824829","3.219299554824829","3.219299554824829","-0.33362820744514465","-0.33362820744514465","-0.33362820744514465"
"101","2.7439255714416504","2.7439255714416504","2.7439255714416504","-0.0752749964594841","-0.0752749964594841","-0.0752749964594841"
"102","2.9221882820129395","2.9221882820129395","2.9221882820129395","-0.61180579662323","-0.61180579662323","-0.61180579662323"
"103","2.7679965496063232","2.7679965496063232","2.7679965496063232","-1.0204291343688965","-1.0204291343688965","-1.0204291343688965"
"104","4.116768836975098","4.116768836975098","4.116768836975098","-0.35881170630455017","-0.35881170630455017","-0.35881170630455017"
"105","5.096017837524414","5.096017837524414","5.096017837524414","-0.7346372008323669","-0.7346372008323669","-0.7346372008323669"
"106","3.4557876586914062","3.4557876586914062","3.4557876586914062","-0.10612636059522629","-0.10612636059522629","-0.10612636059522629"
"107","5.392474174499512","5.392474174499512","5.392474174499512","-0.2919100522994995","-0.2919100522994995","-0.2919100522994995"
"108","4.383218765258789","4.383218765258789","4.383218765258789","-0.22887611389160156","-0.22887611389160156","-0.22887611389160156"
"109","3.4289286136627197","3.4289286136627197","3.4289286136627197","-0.030965059995651245","-0.030965059995651245","-0.030965059995651245"
"110","3.828824996948242","3.828824996948242","3.828824996948242","-0.7276451587677002","-0.7276451587677002","-0.7276451587677002"
"111","4.139296054840088","4.139296054840088","4.139296054840088","-0.6191641092300415","-0.6191641092300415","-0.6191641092300415"
"112","3.6670632362365723","3.6670632362365723","3.6670632362365723","-1.1724828481674194","-1.1724828481674194","-1.1724828481674194"
"113","2.9254446029663086","2.9254446029663086","2.9254446029663086","-0.6656937003135681","-0.6656937003135681","-0.6656937003135681"
"114","2.9422688484191895","2.9422688484191895","2.9422688484191895","0.2878868877887726","0.2878868877887726","0.2878868877887726"
"115","3.026859760284424","3.026859760284424","3.026859760284424","-0.716720700263977","-0.716720700263977","-0.716720700263977"
"116","3.5699403285980225","3.5699403285980225","3.5699403285980225","-0.7404395341873169","-0.7404395341873169","-0.7404395341873169"
"117","3.0097506046295166","3.0097506046295166","3.0097506046295166","-0.6040589213371277","-0.6040589213371277","-0.6040589213371277"
"118","3.3541340827941895","3.3541340827941895","3.3541340827941895","-1.0946226119995117","-1.0946226119995117","-1.0946226119995117"
"119","3.7291760444641113","3.7291760444641113","3.7291760444641113","-0.2855958938598633","-0.2855958938598633","-0.2855958938598633"
"120","3.0203962326049805","3.0203962326049805","3.0203962326049805","-0.6134020686149597","-0.6134020686149597","-0.6134020686149597"
"121","2.72544527053833","2.72544527053833","2.72544527053833","-0.8197237253189087","-0.8197237253189087","-0.8197237253189087"
"122","5.4104323387146","5.4104323387146","5.4104323387146","-0.4668568968772888","-0.4668568968772888","-0.4668568968772888"
"123","3.707432746887207","3.707432746887207","3.707432746887207","-1.1228883266448975","-1.1228883266448975","-1.1228883266448975"
"124","3.9283595085144043","3.9283595085144043","3.9283595085144043","-0.8106371760368347","-0.8106371760368347","-0.8106371760368347"
"125","3.21744966506958","3.21744966506958","3.21744966506958","0.03821173310279846","0.03821173310279846","0.03821173310279846"
"126","3.154926300048828","3.154926300048828","3.154926300048828","-0.5549116730690002","-0.5549116730690002","-0.5549116730690002"
"127","3.197747230529785","3.197747230529785","3.197747230529785","-1.0679419040679932","-1.0679419040679932","-1.0679419040679932"
"128","3.319756031036377","3.319756031036377","3.319756031036377","-0.5529896020889282","-0.5529896020889282","-0.5529896020889282"
